jobID,jobTitle,positionName,positionType,estimatedWage,jobCity,jobState,locationFilterUsedInSearch,rating,companySize,companyRevenue,companyIndustryField,companyWebsite,companyType,companyCompetitors,companyHeadQuarter,foundedTime,QUANTI_statistics,QUANTI_mathematics,QUANTI_probability,QUANTI_linear algebra,SCR_Python,SCR_R,SCR_Java,SCR_JavaScript,SCR_C++,SCR_C,SCR_Matlab,SCR_Pearl,SCR_C#,CS_algorithm,CS_data structure,CS_data wrangling,CS_Data warehousing,CS_data mining,CS_VBA,CS_SAS,CS_distributed computing,CS_parallel computing,CS_format conversion,CS_HTML,CS_pandas,DB_sql,DB_nosql,DB_access,DB_teradata,DB_oracle database,ML_NLP,ML_deep learning,ML_machine learning,ML_computer vision,ML_tensorflow,ML_scikit-learn,SW_aws,SW_linux,SW_google cloud,SW_azure,SW_redshift,SW_git,SW_server,SW_api,BD_hadoop,BD_scala,BD_apache,BD_hive,BD_D3,BD_big data,BD_spark,VISUAL_excel,VISUAL_tableau,VISUAL_ggplot,VISUAL_plotly,VISUAL_matplotlib,VISUAL_chartio,VISUAL_data visualization,VISUAL_powerpivot,experience,DK_economics,DK_healthcare,DK_business,DK_finance,DK_management,DK_customer service,DK_marketing,COMM_presentation,COMM_verbal,COMM_writting,COMM_interpersonal skills,degree requirment,computer science,data science,electrical engineering,statistics,mathematics,physics,finance,informatics
2819553426,Data Analyst Lead (Web Analytics),Data Analyst,Fulltime,72000.0,Redmond,WA,Seatle,3.6,10000+ employees, $10+ billion (USD) per year, Information Technology,www.tcs.com, Company - Public (TCSN) ," Accenture, IBM, Infosys","Mumbai, India", 1968,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,0,1,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2644209126,Senior Data Scientist,Data Scientist,Intern,190000.0,San Francisco,CA,San Fransisco,3.8,201 to 500 employees,, Health Care,www.cloverhealth.com, Company - Private,,"San Francisco, CA", 2013,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,1,0,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,1,0,1,0,0,0,0
2787881397,Financial Aid Data Analyst,Data Analyst,Fulltime,53000.0,San Francisco,CA,San Fransisco,3.9,10000+ employees, $25 to $50 million (USD) per year,,www.ucsf.edu, College / University,,"San Francisco, CA", 1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,1,0,0,1,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2808154347,Data Analyst - IGN,Data Analyst,Intern,63000.0,San Francisco,CA,San Fransisco,2.9,1001 to 5000 employees, $1 to $2 billion (USD) per year, Information Technology,www.j2global.com, Company - Public (JCOM) ," EasyLink, OpenText, CallWave","Hollywood, CA", 1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,0,0,0,1,1,0,0,no degree requirement mentioned,0,1,0,0,1,0,0,0
2811525139,Data Analyst (Product),Data Analyst,Intern,66000.0,San Francisco,CA,San Fransisco,4.2,201 to 500 employees,, Health Care,www.omadahealth.com, Company - Private,,"San Francisco, CA", 2011,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2-5 years,1,1,1,0,0,0,0,1,1,1,0,no degree requirement mentioned,1,0,0,1,0,0,1,0
2673459309,Senior Business Data Analyst,Data Analyst,Intern,121000.0,San Francisco,CA,San Fransisco,3.9,201 to 500 employees,, Retail,www.rodanandfields.com, Company - Private,,"San Francisco, CA", 2002,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2-5 years,1,0,1,0,0,0,1,0,1,0,1,Master,1,0,0,1,1,0,0,0
2678123359,Data Scientist,Data Scientist,Intern,100000.0,New York,NY,New York City,5.0,1 to 50 employees,, Information Technology,www.custora.com, Company - Private,,"New York, NY", 2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,0,0,0,1,0,0,0,no degree requirement mentioned,0,1,0,1,0,0,0,0
2788787721,Data Analyst,Data Analyst,Intern,73000.0,Redwood City,CA,San Fransisco,4.5,51 to 200 employees,, Media,www.capitalgames.com, Subsidiary or Business Segment,,"Sacramento, CA", 2008,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,no prior experience required/mentioned,0,0,1,0,0,0,0,1,0,0,0,Master,1,0,0,1,1,0,0,0
2686457732,Data Scientist,Data Scientist,Intern,106000.0,Cambridge,MA,Boston,3.5,10000+ employees, $10+ billion (USD) per year, Biotech & Pharmaceuticals,www.sanofi.com, Company - Public (SNY) ," Pfizer, GlaxoSmithKline","Paris, France", 1973,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1-2 years,0,1,1,0,0,0,0,0,0,0,0,Bachelor,1,0,0,1,1,0,0,1
2779934688,Clinical Operations Data Analyst,Data Analyst,Fulltime,98000.0,South San Francisco,CA,San Fransisco,4.2,201 to 500 employees,, Health Care,www.counsyl.com, Company - Private,,"South San Francisco, CA", 2007,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,no prior experience required/mentioned,0,1,1,0,1,0,0,0,0,0,0,Doctor,0,0,0,1,0,1,0,0
2610568510,Data Scientist,Data Scientist,Intern,111000.0,Seattle,WA,Seatle,3.5,1001 to 5000 employees,, Media,www.gettyimages.com, Company - Private,,"Seattle, WA", 1995,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2-5 years,0,0,1,0,1,0,0,0,0,0,1,no degree requirement mentioned,0,1,0,0,0,0,0,0
2811110650,Data Analyst II Quality Improvement,Data Analyst,Intern,65000.0,San Francisco,CA,San Fransisco,3.5,201 to 500 employees, $50 to $100 million (USD) per year, Health Care,www.ipro.org, Nonprofit Organization,,"N New Hyde Park, NY", 1984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,1,1,1,1,1,0,0,1,1,0,0,Bachelor,1,0,0,1,1,0,0,0
2701127774,"Data Scientist - Analytics, Pro Host",Data Scientist,Intern,142000.0,San Francisco,CA,San Fransisco,4.1,1001 to 5000 employees, $500 million to $1 billion (USD) per year, Travel & Tourism,www.airbnb.com, Company - Private,,"San Francisco, CA", 2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2-5 years,0,0,1,0,0,0,0,0,1,0,1,no degree requirement mentioned,0,1,0,0,0,0,0,0
2586421194,Mapping Engineer (Data Scientist),Data Scientist,Intern,,San Francisco,CA,San Fransisco,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,0,0,0,Bachelor,1,1,0,1,1,1,0,0
2555446350,Data Analyst,Data Analyst,Intern,53000.0,San Francisco,CA,San Fransisco,3.9,201 to 500 employees,, Information Technology,www.talkdesk.com, Company - Private,,"San Francisco, CA", 2011,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,0,0,1,1,0,0,1,no degree requirement mentioned,1,1,0,1,1,0,0,0
2723070909,"Data Scientist/Quantitative Analyst Intern, Summer",Data Scientist,Intern,111000.0,New York,NY,New York City,4.4,10000+ employees, $10+ billion (USD) per year, Information Technology,www.google.com, Company - Public (GOOG) ," Microsoft, Apple, Facebook","Mountain View, CA", 1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2822578463,Data Scientist,Data Scientist,Fulltime,,Los Angeles,CA,Los Angeles,,1 to 50 employees, Less than $1 million (USD) per year, Finance,www.aspiration.com, Company - Private,,"Marina del Rey, CA", 2013,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2-5 years,0,0,1,0,0,0,1,0,1,0,0,no degree requirement mentioned,1,0,0,1,1,1,0,0
2784108143,Sr Consulting Data Analyst,Data Analyst,Intern,85000.0,Oakland,CA,San Fransisco,3.9,10000+ employees, $10+ billion (USD) per year, Health Care,www.kaiserpermanente.org, Nonprofit Organization," HCA Healthcare, Dignity Health, Sutter Health","Oakland, CA", 1945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,1,1,1,0,1,0,0,0,0,1,0,Bachelor,0,0,0,1,1,0,1,0
2730327768,Intern - Marketing Data Analyst,Data Analyst,Intern,,Kirkland,WA,Seatle,,201 to 500 employees,, Health Care,www.sonobello.com, Private Practice / Firm,,"Kirkland, WA", 2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,1,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2690366880,Data Scientist Intern,Data Analyst,Intern,76000.0,San Francisco,CA,San Fransisco,3.8,51 to 200 employees, $10 to $25 million (USD) per year, Information Technology,www.agilone.com, Company - Private," Adobe, IBM","Sunnyvale, CA", 2007,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,0,0,0,1,0,Bachelor,0,1,0,0,1,0,0,0
2779263073,Data Scientist,Data Scientist,Intern,,Boston,MA,Boston,,51 to 200 employees,, Business Services,www.bevi.co, Company - Private,,"Boston, MA", 2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,no prior experience required/mentioned,0,1,1,0,1,1,0,0,1,0,0,no degree requirement mentioned,0,1,0,0,0,0,0,0
2806003302,Sales Data Analyst (Entry Level),Data Analyst,Intern,41000.0,Wilmington,MA,Boston ,3.5,1001 to 5000 employees,, Information Technology,www.sovos.com, Company - Private,,"Boston, MA", 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,1,0,0,0,0,Bachelor,0,0,0,0,0,0,0,0
2565128391,Data Scientist - Human Services,Data Scientist,Intern,96000.0,Cambridge,MA,Boston,3.8,1001 to 5000 employees, $100 to $500 million (USD) per year, Business Services,www.mathematica-mpr.com, Company - Private,,"Princeton, NJ", 1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2-5 years,0,0,1,0,1,0,0,0,0,1,0,Master,0,1,0,0,1,0,0,0
2820410043,Data Scientist,Data Scientist,Intern,113000.0,Santa Monica,CA,Los Angeles,3.1,10000+ employees, $2 to $5 billion (USD) per year, Business Services,www.roberthalftechnology.com, Company - Public,,"Menlo Park, CA", 1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,0,0,0,0,0,0,0,0,0,no degree requirement mentioned,0,0,0,0,0,0,0,0
2778633384,Data Intern,Data Analyst,Intern,,Hollywood,CA,LA ,,10000+ employees, $5 to $10 billion (USD) per year, Media,www.livenationentertainment.com, Company - Public (LYV) ," AEG, StubHub","Beverly Hills, CA", 2005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,1,1,1,0,0,0,0,0,1,0,0,no degree requirement mentioned,0,0,0,1,1,0,0,0
2697415621,"Associate Data Scientist - Relocation to Bentonville, AR",Data Scientist,Fulltime,94000.0,Boston,MA,Boston,3.2,1001 to 5000 employees, $10+ billion (USD) per year, Information Technology,www.walmartlabs.com, Subsidiary or Business Segment," Amazon, eBay, Google","San Bruno, CA", 2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no prior experience required/mentioned,1,0,1,0,0,0,0,0,0,0,0,Bachelor,1,1,0,1,1,0,0,0
2831487806,"Sr. Data Analyst, Analytics",Data Analyst,Intern,86000.0,Los Angeles,CA,LA ,3.6,1001 to 5000 employees, $5 to $10 billion (USD) per year, Consumer Services,www.herbalife.com, Company - Public (HLF) ," Beachbody, Guthy-Renker","Los Angeles, CA", 1980,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,0,0,1,0,1,0,1,0,0,0,1,Bachelor,1,0,0,0,1,0,0,0
2538589374,Data Scientist Intern - Summer,Data Scientist,Intern,141000.0,San Bruno,CA,San Fransisco,3.2,1001 to 5000 employees, $10+ billion (USD) per year, Information Technology,www.walmartlabs.com, Subsidiary or Business Segment," Amazon, eBay, Google","San Bruno, CA", 2000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,no prior experience required/mentioned,1,0,1,0,0,0,0,1,0,0,0,Master,1,0,1,1,1,0,0,0
